Sales Enquiry as of 03/24/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,2,480.00
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Ice Cups,Consumables,Completed,1,0.00
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Honey,Raw Material,Completed,1,0.00
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,14,354.20
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Cup Carriers,Cafe Supply,Completed,2,17.76
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,4,65.96
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,1,32.00
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000199,03/20/2026,03/20/2026,03/20/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,1,4.50
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,2 Cup Carrier,Consumables,Completed,1,0.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Ube Condensed Milk,Raw Material,Completed,1,0.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Tonic Water,Raw Material,Completed,1,36.52
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Strawberry Puree Cases,Raw Material,Completed,2,112.56
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,6,192.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,2,480.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Ice lid,Consumables,Completed,2,70.50
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Ice Cups,Consumables,Completed,2,0.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Honey,Raw Material,Completed,1,0.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,10,253.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Dulce,Raw Material,Completed,2,45.80
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Cup Sleeves - Red,Consumables,Completed,1,0.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Chai,Raw Material,Completed,1,17.60
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Caramel,Raw Material,Completed,1,22.90
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Almond Milk,Raw Material,Completed,1,32.00
SO-00000198,03/20/2026,03/20/2026,03/20/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
,,,,,,,,,Totals,544,"11,457.75"
