Sales Enquiry as of 05/24/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,4 Cup Carrier,Cafe Supply,Completed,1,8.88
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,2,9.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,2% Milk,Raw Material,Completed,1,4.50
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Half & Half,Raw Material,Completed,2,7.98
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Whole Milk,Raw Material,Completed,23,103.50
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,13,223.60
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,4,65.96
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Scarlet Tea,Raw Material,Completed,1,0.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Receipt rolls,Cafe Supply,Completed,1,5.75
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Paper 4 Cup Carrier Bag - Tamper Resistant,Consumables,Completed,1,0.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,8,256.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,1,240.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Jasmine Tea,Raw Material,Completed,1,45.90
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Custom Ice Cups,Consumables,Completed,1,57.90
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,10,253.00
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Cup Sleeves - Green,Consumables,Completed,1,44.98
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000358,05/19/2026,05/19/2026,05/20/2026,Warehouse,Gardena,General,4 Cup Carrier,Cafe Supply,Completed,4,35.52
,,,,,,,,,Totals,773,"15,653.20"
